,Unnamed: 0,title,singer,id,Genre,Lyric
381,381,Bài Không Tên Số Bốn,Lệ Quyên,,"Việt Nam, Nhạc Trữ Tình","Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Đêm nay gió xôn xao 
 Ngoài kia đã vang lời mở chào 
 Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau"
382,382,Bài Không Tên Số Chín,Lệ Quyên,,"Việt Nam, Nhạc Trữ Tình","Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Đêm nay gió xôn xao 
 Ngoài kia đã vang lời mở chào 
 Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau"
383,383,Bài Không Tên Số Năm,Lệ Quyên,,"Việt Nam, Nhạc Trữ Tình","Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Đêm nay gió xôn xao 
 Ngoài kia đã vang lời mở chào 
 Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau"
384,384,Bài Không Tên Số Sáu,Lệ Quyên,,"Việt Nam, Nhạc Trữ Tình","Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Đêm nay gió xôn xao 
 Ngoài kia đã vang lời mở chào 
 Chờ mộng ấp hơi nồng 
 Tình lấp cho đầy hư không 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau 
 Hắt hiu chờ nhau 
 Năm vàng ngày héo 
 Thôi em màu môi cũng nhạt 
 Chìm theo suối mê thời gian 
 Đêm mưa lũ tìm về 
 Một cơn lốc xoay đời quên đời 
 Lời ngày đó ân cần 
 Tìm đến ôm đèn trong đêm 
 Nhớ nhau tìm đến nhau 
 Nắng mưa ngược xuôi 
 Đời mình cơn lốc xoáy 
 Mai mốt rồi thương vay 
 Nếu yêu nhau xin nhau 
 Thương cuộc đời khô héo 
 Xin dịu dàng dắt dìu 
 Tình yêu đến trong tự nhiên 
 Có xin được đâu 
 Có van được đâu 
 Em trao người hết tình em 
 Một lòng nguyện trung trinh suốt đời 
 Về sau biết đi về đâu 
 Tìm nhau thắp đêm tìm nhau 
 Ướp môi tìm nhau 
 Với tay tìm nhau 
 Chiêm bao mặc áo tình nhân 
 Đôi lời nguyện thương thân suốt đời 
 Chờ nhau xót xa chờ nhau"
385,385,Bài Luân Vũ Mùa Mưa,Elvis Phương & Thanh Lan,,,
386,386,Bài Ngợi Ca Quê Hương,Mạnh Hùng,,"Việt Nam, Nhạc Trữ Tình","Tôi đi xem để thấy 
 Những gì yêu dấu Việt Nam 
 Trên quê hương ta đó 
 Cố tìm đâu đây chút tình 
 Tình là đồng ruộng bao la 
 Tình là đình làng cây đa 
 Thương tiếng ru ai bùi ngùi 
 Rót trên đất bồi phù sa. 
 Trên con sông đưa khách 
 Chiếc đò nay vắng người xưa. 
 Nghe xa xa tiếng hát 
 Thoáng buồn vây quanh liếp dừa. 
 Ngày nào mình còn ngây thơ 
 Tình học trò đẹp như mơ. 
 Ôi khói lam ban chiều 
 Là biểu tượng tuyệt vời mến yêu. 
 Nước đang lớn chim rừng tìm về 
 Nhắn ai biết đi trọn lời thề 
 Hồn ngất ngây câu hò hát quê 
 Nghe như mùa xuân đang đợi ngày về 
 Nhịp cầu tre lắc lẻo bờ ao 
 Hàng dừa xanh gió chiều lao xao 
 Hát lên đi hát bài ca ngợi 
 Tình yêu bên nhau 
 Quê hương em con gái 
 áo bà ba gánh mạ non 
 Câu ca dao trên lúa 
 Bốn ngàn năm hơn vẫn còn 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi. 
 Tôi đi xem để thấy 
 Những gì yêu dấu Việt Nam 
 Trên quê hương ta đó 
 Cố tìm đâu đây chút tình 
 Tình là đồng ruộng bao la 
 Tình là đình làng cây đa 
 Thương tiếng ru ai bùi ngùi 
 Rót trên đất bồi phù sa. 
 Trên con sông đưa khách 
 Chiếc đò nay vắng người xưa. 
 Nghe xa xa tiếng hát 
 Thoáng buồn vây quanh liếp dừa. 
 Ngày nào mình còn ngây thơ 
 Tình học trò đẹp như mơ. 
 Ôi khói lam ban chiều 
 Là biểu tượng tuyệt vời mến yêu. 
 Nước đang lớn chim rừng tìm về 
 Nhắn ai biết đi trọn lời thề 
 Hồn ngất ngây câu hò hát quê 
 Nghe như mùa xuân đang đợi ngày về 
 Nhịp cầu tre lắc lẻo bờ ao 
 Hàng dừa xanh gió chiều lao xao 
 Hát lên đi hát bài ca ngợi 
 Tình yêu bên nhau 
 Quê hương em con gái 
 áo bà ba gánh mạ non 
 Câu ca dao trên lúa 
 Bốn ngàn năm hơn vẫn còn 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi. 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi."
387,387,Bài Ngợi Ca Quê Hương,Phi Nhung,,"Việt Nam, Nhạc Trữ Tình","Tôi đi xem để thấy 
 Những gì yêu dấu Việt Nam 
 Trên quê hương ta đó 
 Cố tìm đâu đây chút tình 
 Tình là đồng ruộng bao la 
 Tình là đình làng cây đa 
 Thương tiếng ru ai bùi ngùi 
 Rót trên đất bồi phù sa. 
 Trên con sông đưa khách 
 Chiếc đò nay vắng người xưa. 
 Nghe xa xa tiếng hát 
 Thoáng buồn vây quanh liếp dừa. 
 Ngày nào mình còn ngây thơ 
 Tình học trò đẹp như mơ. 
 Ôi khói lam ban chiều 
 Là biểu tượng tuyệt vời mến yêu. 
 Nước đang lớn chim rừng tìm về 
 Nhắn ai biết đi trọn lời thề 
 Hồn ngất ngây câu hò hát quê 
 Nghe như mùa xuân đang đợi ngày về 
 Nhịp cầu tre lắc lẻo bờ ao 
 Hàng dừa xanh gió chiều lao xao 
 Hát lên đi hát bài ca ngợi 
 Tình yêu bên nhau 
 Quê hương em con gái 
 áo bà ba gánh mạ non 
 Câu ca dao trên lúa 
 Bốn ngàn năm hơn vẫn còn 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi. 
 Tôi đi xem để thấy 
 Những gì yêu dấu Việt Nam 
 Trên quê hương ta đó 
 Cố tìm đâu đây chút tình 
 Tình là đồng ruộng bao la 
 Tình là đình làng cây đa 
 Thương tiếng ru ai bùi ngùi 
 Rót trên đất bồi phù sa. 
 Trên con sông đưa khách 
 Chiếc đò nay vắng người xưa. 
 Nghe xa xa tiếng hát 
 Thoáng buồn vây quanh liếp dừa. 
 Ngày nào mình còn ngây thơ 
 Tình học trò đẹp như mơ. 
 Ôi khói lam ban chiều 
 Là biểu tượng tuyệt vời mến yêu. 
 Nước đang lớn chim rừng tìm về 
 Nhắn ai biết đi trọn lời thề 
 Hồn ngất ngây câu hò hát quê 
 Nghe như mùa xuân đang đợi ngày về 
 Nhịp cầu tre lắc lẻo bờ ao 
 Hàng dừa xanh gió chiều lao xao 
 Hát lên đi hát bài ca ngợi 
 Tình yêu bên nhau 
 Quê hương em con gái 
 áo bà ba gánh mạ non 
 Câu ca dao trên lúa 
 Bốn ngàn năm hơn vẫn còn 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi. 
 Còn ruộng đồng còn quê hương! 
 Còn giọng hò còn yêu thương! 
 Xin chắp tay lên nguyện cầu. 
 Tất cả hãy còn với tôi."
388,388,Bài Nhã Ca Thứ Nhất,Phương Nghi,,"Việt Nam, Nhạc Cách Mạng","Biển trờ̀i bao la 
 Đẹp như gấm hoa 
 Nước mây muôn màu 
 Những con tàu 
 ra Bắc vào Nam 
 Biển trời quê ta 
 Rộn vang tiếng ca 
 Bắc Nam một nhà 
 Vui một nhà 
 vang tiếng hò khoan 
 Dô 
 khoan 
 Là khoan dô hò 
 Là khoan dô khoan 
 Trời tỏa nắng 
 nắng lan núi ngàn 
 Một mùa đông 
 giá băng vừa tan 
 Bàn mình ơi 
 đón vui Xuân về 
 Hân hoan 
 Biển trời Xuân sang 
 Bắc Nam sum họp 
 Một nhà đông vui 
 vui huy hoàng 
 Biển trời Xuân sang 
 Con chim reo mừng 
 Trở về quê hương 
 Mến thương 
 Ôi 
 Khải hoàn ta ra 
 Ta gạt mái chèo 
 Từ do ra khơi 
 Từ do vô lộng 
 Đời tự do 
 Gió Xuân về? 
 Đời tự do 
 Gió Xuân về 
 Biển trờ̀i bao la 
 Đẹp như gấm hoa 
 Nước mây muôn màu 
 Những con tàu 
 ra Bắc vào Nam 
 Biển trời quê ta 
 Rộn vang tiếng ca 
 Bắc Nam một nhà 
 Vui một nhà 
 vang tiếng hò khoan 
 Dô 
 khoan 
 Là khoan dô hò 
 Là khoan dô khoan 
 Trời Việt Nam 
 gió reo nắng cười 
 Đàn bồ câu tắm 
 trong vàng tươi 
 Người Việt Nam 
 đón Xuân xây đời 
 Tương lai 
 Biển trời quê ta 
 Bao năm chia rời 
 cuộc đời chia đôi 
 đôi phương trời 
 Biển trời quê ta 
 Nay chung một nhà 
 thỏa lòng bao năm 
 thêm ước mơ 
 Ôi 
 Biển trời bao la 
 đã sạch bóng thù 
 Từ Bắc vô Nam 
 cờ sao tưng bừng 
 Người Việt Nam 
 đón xuân về 
 Người Việt Nam 
 đón xuân về 
 Người Việt Nam 
 đón xuân về 
 Người Việt Nam 
 đón xuân về"
389,389,Bài Nhạc Cuối Cho Chúng Mình,Khánh Ngọc & Nhật Tinh Anh,,"Việt Nam, V-Pop","Em hãy nghe hết bài nhạc cuối cùng 
 Mà anh viết tặng cho chúng mình 
 Về tình yêu ngỡ chẳng bao giờ thay đổi 
 Thế nhưng đành thôi 
 Vì anh đi con đường khác rồi 
 Còn mình em nhìn mưa cứ rơi 
 Em lặng người 
 Chẳng biết phải cười hay khóc 
 Nỗi đau trong lòng 
 Giờ đây anh phải như thế nào 
 Phải làm sao lành đi vết thương 
 Hay là thôi anh cứ để mặc thời gian 
 Có vui không anh 
 Từ hôm nay sẽ không thấy em 
 Và sẽ không còn bao nỗi phiền 
 Dù tình yêu trong em vẫn còn tha thiết 
 Nhưng lòng anh biết 
 Rằng từ đây anh sẽ phải quên em đi 
 Những gì đang cố gắng 
 Cũng chẳng được chi 
 Mà vì sao càng cố quên người 
 Lại càng thêm nhung nhớ 
 Từ ngày qua 
 Hai ta mãi luôn mong chờ 
 Vậy mà khi thức giấc vẫn chỉ là mơ 
 Phải chăng bao câu hứa hôm nào 
 Đã nhuộm màu hối tiếc 
 Ừ thì anh đang tiếc 
 Những khi bên em 
 Những kỷ niệm hạnh phúc 
 Đã quá dịu êm 
 Để giờ đây khi mỗi đêm về 
 Lòng càng thêm đau xót 
 Kìm được giọt nước mắt 
 Chảy ngược vào lòng 
 Ngọt ngào tới phút đắng 
 Phút chốc thành không 
 Làm sao tim có thể chấp nhận 
 Người mình yêu thương nhất 
 Sẽ mãi chẳng quay trở về 
 Nỗi đau trong lòng 
 Giờ đây anh phải như thế nào 
 Phải làm sao lành đi vết thương 
 Hay là thôi anh cứ để mặc thời gian 
 Có vui không anh 
 Từ hôm nay sẽ không thấy em 
 Và sẽ không còn bao nỗi phiền 
 Dù tình yêu trong em vẫn còn tha thiết 
 Nhưng lòng anh biết 
 Rằng từ đây anh sẽ phải quên em đi 
 Những gì đang cố gắng 
 Cũng chẳng được chi 
 Mà vì sao càng cố quên người 
 Lại càng thêm nhung nhớ 
 Từ ngày qua 
 Hai ta mãi luôn mong chờ 
 Vậy mà khi thức giấc vẫn chỉ là mơ 
 Phải chăng bao câu hứa hôm nào 
 Đã nhuộm màu hối tiếc 
 Ừ thì anh đang tiếc 
 Những khi bên em 
 Những kỷ niệm hạnh phúc 
 Đã quá dịu êm 
 Để giờ đây khi mỗi đêm về 
 Lòng càng thêm đau xót 
 Kìm được giọt nước mắt 
 Chảy ngược vào lòng 
 Ngọt ngào tới phút đắng 
 Phút chốc thành không 
 Làm sao tim có thể chấp nhận 
 Người mình yêu thương nhất 
 Nhưng lòng anh biết 
 Rằng từ đây anh sẽ phải quên em đi 
 Những gì đang cố gắng 
 Cũng chẳng được chi 
 Mà vì sao càng cố quên người 
 Lại càng thêm nhung nhớ 
 Từ ngày qua 
 Hai ta mãi luôn mong chờ 
 Vậy mà khi thức giấc vẫn chỉ là mơ 
 Phải chăng bao câu hứa hôm nào 
 Đã nhuộm màu hối tiếc 
 Ừ thì anh đang tiếc 
 Những khi bên em 
 Những kỷ niệm hạnh phúc 
 Đã quá dịu êm 
 Để giờ đây khi mỗi đêm về 
 Lòng càng thêm đau xót 
 Kìm được giọt nước mắt 
 Chảy ngược vào lòng 
 Ngọt ngào tới phút đắng 
 Phút chốc thành không 
 Làm sao tim có thể chấp nhận 
 Người mình yêu thương nhất 
 Sẽ mãi chẳng quay trở về"
390,390,Bài Tango Dĩ Vãng,Christiane Lê,,"Việt Nam, Nhạc Trữ Tình","Em khóc tơ duyên bẽ bàng 
 Nằm ôm sầu nhớ mênh mang 
 Anh xót xa cho thân người 
 Lữ khách nơi phương trời 
 Buồn hơn lá thu rơi 
 Em ngóng quê hương xa mờ 
 Gọi ân tình quá bơ vơ 
 Anh ngóng chim bay thẫn thờ 
 Thương nhớ hơn bao giờ 
 Tình thiên thu đứng chờ 
 Bài Tango hôm nào 
 Bước đi Tango người yêu 
 Thành kỷ niệm ngàn sau 
 Thành vết thương tình yêu 
 Thành những cơn cuồng bão 
 Bài Tango xa rồi 
 Bước đi Tango lẻ loi 
 Ðường năm xưa hoang tàn 
 Lòng cô đơn muôn phần 
 Thành phố vắng đi đôi tình nhân 
 Như lá xanh bỗng xa cành 
 Đời em vàng võ mong manh 
 Như cánh chim kia xa bầy 
 Em sống cho qua ngày 
 Và cho qua kiếp này 
 Em ngóng quê hương xa mờ 
 Gọi ân tình quá bơ vơ 
 Anh ngóng chim bay thẫn thờ 
 Thương nhớ hơn bao giờ 
 Tình thiên thu đứng chờ 
 Bài Tango hôm nào 
 Bước đi Tango người yêu 
 Thành kỷ niệm ngàn sau 
 Thành vết thương tình yêu 
 Thành những cơn cuồng bão 
 Bài Tango xa rồi 
 Bước đi Tango lẻ loi 
 Ðường năm xưa hoang tàn 
 Lòng cô đơn muôn phần 
 Thành phố vắng đi đôi tình nhân 
 Như lá xanh bỗng xa cành 
 Đời em vàng võ mong manh 
 Như cánh chim kia xa bầy 
 Em sống cho qua ngày 
 Và cho qua kiếp này"
